product_id,product_name,quantity,price,unit_cost,reorder_level,category_id,supplier_id,location_id
PRD0388,Mackerel,82,750,540,25,CAT016,SUP388,LOC003
PRD0389,Whole Wheat Bread,17,350,252,63,CAT009,SUP389,LOC004
PRD0390,Sushi Rice,36,475,342,81,CAT001,SUP390,LOC005
PRD0391,Cod,65,800,576,79,CAT016,SUP391,LOC001
PRD0392,Papaya,45,450,324,28,CAT015,SUP392,LOC002
PRD0393,Egg (Goose),35,250,180,78,CAT006,SUP393,LOC003
PRD0394,Bread Flour,96,150,108,83,CAT004,SUP394,LOC004
PRD0395,Coconut,56,500,360,75,CAT015,SUP395,LOC005
PRD0396,Ricotta Cheese,49,600,432,94,CAT010,SUP396,LOC001
PRD0397,Raw Sugar,100,150,108,10,CAT008,SUP397,LOC002
PRD0398,Haddock,30,900,648,81,CAT012,SUP398,LOC003
PRD0399,Papaya,20,450,324,91,CAT015,SUP399,LOC004
PRD0400,Sesame Oil,85,650,468,15,CAT005,SUP400,LOC005
PRD0401,Green Beans,86,210,151,90,CAT011,SUP401,LOC001
PRD0402,Sourdough Bread,65,400,288,79,CAT009,SUP402,LOC002
PRD0403,Cottage Cheese,67,500,360,98,CAT010,SUP403,LOC003
PRD0404,Ricotta Cheese,88,600,432,4,CAT010,SUP404,LOC004
PRD0405,Robusta Coffee,14,1000,720,77,CAT002,SUP405,LOC005
PRD0406,Tilapia,85,670,482,92,CAT016,SUP406,LOC001
PRD0407,Feta Cheese,74,700,504,65,CAT010,SUP407,LOC002
PRD0408,Cheddar Cheese,21,900,648,28,CAT010,SUP408,LOC003
PRD0409,Butter Biscuit,22,600,432,24,CAT013,SUP409,LOC004
PRD0410,Ricotta Cheese,91,600,432,14,CAT010,SUP410,LOC005
PRD0411,Multigrain Bread,85,350,252,57,CAT009,SUP411,LOC001
PRD0412,Peas,12,300,216,28,CAT015,SUP412,LOC002
PRD0413,Pomegranate,43,600,432,65,CAT015,SUP413,LOC003
PRD0414,Yogurt,92,175,126,92,CAT007,SUP414,LOC004
PRD0415,Watermelon,23,300,216,85,CAT015,SUP415,LOC005
PRD0416,Egg (Duck),77,100,72,1,CAT006,SUP416,LOC001
PRD0417,Sweet Potato,65,200,144,10,CAT011,SUP417,LOC002
PRD0418,Banana,82,1531,1102,29,CAT003,SUP418,LOC003
PRD0419,Swiss Cheese,20,800,576,17,CAT010,SUP419,LOC004
PRD0420,Cheddar Cheese,31,900,648,65,CAT010,SUP420,LOC005
PRD0421,Butter,36,290,208,75,CAT007,SUP421,LOC001
PRD0422,Black Tea,59,500,360,20,CAT014,SUP422,LOC002
PRD0423,Long Grain Rice,11,150,108,10,CAT001,SUP423,LOC003
PRD0424,Black Coffee,24,1550,1116,77,CAT002,SUP424,LOC004
PRD0425,Haddock,75,900,648,80,CAT012,SUP425,LOC005
PRD0426,Black Coffee,11,1500,1080,72,CAT002,SUP426,LOC001
PRD0427,Anchovies,60,1000,720,64,CAT016,SUP427,LOC002
PRD0428,Lemon,91,240,172,6,CAT003,SUP428,LOC003
PRD0429,Egg (Goose),43,250,180,78,CAT006,SUP429,LOC004
PRD0430,Bread Flour,25,150,108,60,CAT004,SUP430,LOC005
PRD0431,Parmesan Cheese,96,1180,849,9,CAT010,SUP431,LOC001
PRD0432,Mackerel,30,750,540,29,CAT016,SUP432,LOC002
PRD0433,Arborio Rice,56,450,324,4,CAT001,SUP433,LOC003
PRD0434,Whole Wheat Bread,91,350,252,71,CAT009,SUP434,LOC004
PRD0435,White Sugar,27,200,144,64,CAT008,SUP435,LOC005
PRD0436,Buttermilk,28,245,176,90,CAT007,SUP436,LOC001
PRD0437,Sour Cream,92,400,288,67,CAT007,SUP437,LOC002
PRD0438,Tuna,37,1800,1296,33,CAT012,SUP438,LOC003
PRD0439,Powdered Sugar,28,250,180,24,CAT008,SUP439,LOC004
PRD0440,Tilapia,30,700,504,42,CAT016,SUP440,LOC005
PRD0441,Arabica Coffee,98,2000,1440,83,CAT002,SUP441,LOC001
PRD0442,Lemon,65,250,180,88,CAT003,SUP442,LOC002
PRD0443,Rice Flour,42,200,144,3,CAT001,SUP443,LOC003
PRD0444,Lemon,63,250,180,60,CAT003,SUP444,LOC004
PRD0445,Broccoli,85,400,288,54,CAT011,SUP445,LOC005
PRD0446,Egg (Duck),44,100,72,75,CAT006,SUP446,LOC001
PRD0447,Plum,26,400,288,69,CAT003,SUP447,LOC002
PRD0448,Coconut Sugar,49,500,360,59,CAT008,SUP448,LOC003
PRD0449,Pomegranate,59,600,432,79,CAT015,SUP449,LOC004
PRD0450,Raw Sugar,19,150,108,81,CAT008,SUP450,LOC005
PRD0451,Eggplant,47,300,216,41,CAT006,SUP451,LOC001
PRD0452,Grapes,98,550,396,62,CAT015,SUP452,LOC002
PRD0453,Watermelon,51,300,216,72,CAT015,SUP453,LOC003
PRD0454,Anchovies,100,1000,720,99,CAT016,SUP454,LOC004
PRD0455,Yogurt,55,170,122,50,CAT007,SUP455,LOC005
PRD0456,Whipped Cream,14,400,288,87,CAT007,SUP456,LOC001
PRD0457,Egg (Quail),29,80,57,33,CAT006,SUP457,LOC002
PRD0458,Chocolate Biscuit,100,500,360,1,CAT013,SUP458,LOC003
PRD0459,Ricotta Cheese,49,600,432,28,CAT010,SUP459,LOC004
PRD0460,Vegetable Oil,75,200,144,61,CAT005,SUP460,LOC005
PRD0461,Heavy Cream,82,410,295,12,CAT007,SUP461,LOC001
PRD0462,Cottage Cheese,68,480,345,82,CAT010,SUP462,LOC002
PRD0463,Corn Oil,70,250,180,96,CAT005,SUP463,LOC003
PRD0464,Salmon,49,1500,1080,48,CAT012,SUP464,LOC004
PRD0465,Mackerel,89,750,540,26,CAT016,SUP465,LOC005
PRD0466,Cheese,88,900,648,53,CAT010,SUP466,LOC001
PRD0467,Green Tea,39,800,576,88,CAT014,SUP467,LOC002
PRD0468,Cauliflower,87,250,180,91,CAT015,SUP468,LOC003
PRD0469,Oatmeal Biscuit,93,500,360,50,CAT013,SUP469,LOC004
PRD0470,Egg (Turkey),23,240,172,21,CAT006,SUP470,LOC005
PRD0471,Vanilla Biscuit,94,550,396,34,CAT013,SUP471,LOC001
PRD0472,Digestive Biscuit,38,400,288,43,CAT013,SUP472,LOC002
PRD0473,Evaporated Milk,11,200,144,9,CAT018,SUP473,LOC003
PRD0474,White Tea,60,2530,1821,27,CAT014,SUP474,LOC004
PRD0475,Avocado Oil,50,1000,720,36,CAT005,SUP475,LOC005
PRD0476,Egg (Goose),90,250,180,3,CAT006,SUP476,LOC001
PRD0477,Arborio Rice,86,450,324,80,CAT001,SUP477,LOC002
PRD0478,Cauliflower,86,250,180,66,CAT015,SUP478,LOC003
PRD0479,Almond Flour,54,950,684,17,CAT004,SUP479,LOC004
PRD0480,Watermelon,27,300,216,64,CAT015,SUP480,LOC005
PRD0481,Rye Bread,50,300,216,58,CAT009,SUP481,LOC001
PRD0482,Onion,68,200,144,10,CAT011,SUP482,LOC002
PRD0483,Sourdough Bread,22,420,302,60,CAT009,SUP483,LOC003
PRD0484,Cheese,50,920,662,14,CAT010,SUP484,LOC004
PRD0485,Bell Pepper,26,440,316,12,CAT011,SUP485,LOC005
PRD0486,White Tea,62,2500,1800,31,CAT014,SUP486,LOC001
PRD0487,Broccoli,79,400,288,72,CAT011,SUP487,LOC002
PRD0488,Peach,73,400,288,90,CAT015,SUP488,LOC003
PRD0489,Carrot,18,145,104,50,CAT011,SUP489,LOC004
PRD0490,Kale,79,400,288,74,CAT015,SUP490,LOC005
PRD0491,Arabica Coffee,23,2000,1440,13,CAT002,SUP491,LOC001
PRD0492,Milk,18,100,72,64,CAT018,SUP492,LOC002
PRD0493,Sunflower Oil,24,250,180,35,CAT005,SUP493,LOC003
PRD0494,Watermelon,53,300,216,41,CAT015,SUP494,LOC004
PRD0495,Yogurt,85,175,126,83,CAT007,SUP495,LOC005
PRD0496,Sesame Oil,15,650,468,34,CAT005,SUP496,LOC001
PRD0497,Anchovies,66,1000,720,49,CAT016,SUP497,LOC002
PRD0498,Corn Oil,17,250,180,63,CAT005,SUP498,LOC003
PRD0499,Grapes,13,550,396,61,CAT015,SUP499,LOC004
PRD0500,Digestive Biscuit,34,400,288,49,CAT013,SUP500,LOC005
PRD0501,Swiss Cheese,85,800,576,89,CAT010,SUP501,LOC001
PRD0502,Cabbage,12,100,72,95,CAT011,SUP502,LOC002
PRD0503,Oatmeal Biscuit,82,500,360,6,CAT013,SUP503,LOC003
PRD0504,Sourdough Bread,71,400,288,97,CAT009,SUP504,LOC004
PRD0505,Mozzarella Cheese,58,700,504,17,CAT010,SUP505,LOC005
PRD0506,Rice Flour,15,200,144,76,CAT001,SUP506,LOC001
PRD0507,Pineapple,68,350,252,25,CAT003,SUP507,LOC002
PRD0508,White Sugar,13,200,144,32,CAT008,SUP508,LOC003
PRD0509,Sesame Oil,45,650,468,7,CAT005,SUP509,LOC004
PRD0510,Egg (Goose),40,245,176,22,CAT006,SUP510,LOC005
PRD0511,Black Coffee,62,1550,1116,23,CAT002,SUP511,LOC001
PRD0512,Peanut Oil,79,400,288,3,CAT005,SUP512,LOC002
PRD0513,Peas,75,300,216,91,CAT015,SUP513,LOC003
PRD0514,Almond Flour,76,950,684,8,CAT004,SUP514,LOC004
PRD0515,Canola Oil,96,230,165,51,CAT005,SUP515,LOC005
PRD0516,Canola Oil,69,230,165,17,CAT005,SUP516,LOC001
PRD0517,Butter,48,300,216,71,CAT007,SUP517,LOC002
PRD0518,Cream,82,240,172,3,CAT007,SUP518,LOC003
PRD0519,Zucchini,43,250,180,21,CAT011,SUP519,LOC004
PRD0520,Green Coffee,90,1200,864,68,CAT002,SUP520,LOC005
PRD0521,Milk,13,90,64,39,CAT018,SUP521,LOC001
PRD0522,Cabbage,62,100,72,79,CAT011,SUP522,LOC002
PRD0523,Coconut Sugar,17,500,360,85,CAT008,SUP523,LOC003
PRD0524,Sesame Oil,100,650,468,86,CAT005,SUP524,LOC004
PRD0525,All-Purpose Flour,54,175,126,69,CAT004,SUP525,LOC005
PRD0526,Whipped Cream,98,410,295,24,CAT007,SUP526,LOC001
PRD0527,Herbal Tea,20,3050,2196,9,CAT014,SUP527,LOC002
PRD0528,Haddock,43,900,648,7,CAT012,SUP528,LOC003
PRD0529,Green Coffee,29,1200,864,91,CAT002,SUP529,LOC004
PRD0530,Grapes,37,550,396,45,CAT015,SUP530,LOC005
PRD0531,Cheddar Cheese,85,890,640,28,CAT010,SUP531,LOC001
PRD0532,Basmati Rice,26,440,316,67,CAT001,SUP532,LOC002
PRD0533,White Tea,91,2500,1800,78,CAT014,SUP533,LOC003
PRD0534,Ricotta Cheese,50,620,446,46,CAT010,SUP534,LOC004
PRD0535,Trout,98,1200,864,65,CAT012,SUP535,LOC005
PRD0536,Egg (Duck),37,100,72,53,CAT006,SUP536,LOC001
PRD0537,White Bread,78,250,180,68,CAT009,SUP537,LOC002
PRD0538,Cauliflower,48,255,183,27,CAT015,SUP538,LOC003
PRD0539,Arabica Coffee,74,2000,1440,10,CAT002,SUP539,LOC004
PRD0540,Pineapple,18,350,252,7,CAT003,SUP540,LOC005
PRD0541,Cauliflower,95,248,178,66,CAT015,SUP541,LOC001
PRD0542,Egg (Turkey),39,250,180,93,CAT006,SUP542,LOC002
PRD0543,Peas,48,300,216,72,CAT015,SUP543,LOC003
PRD0544,Strawberries,58,590,424,15,CAT003,SUP544,LOC004
PRD0545,Greek Yogurt,39,300,216,55,CAT007,SUP545,LOC005
PRD0546,Papaya,84,440,316,28,CAT015,SUP546,LOC001
PRD0547,Sardines,30,600,432,55,CAT012,SUP547,LOC002
PRD0548,Sesame Oil,14,650,468,84,CAT005,SUP548,LOC003
PRD0549,Powdered Sugar,21,250,180,15,CAT008,SUP549,LOC004
PRD0550,Jasmine Rice,17,475,342,19,CAT001,SUP550,LOC005
PRD0551,Cauliflower,34,250,180,92,CAT015,SUP551,LOC001
PRD0552,Jasmine Rice,56,475,342,48,CAT001,SUP552,LOC002
PRD0553,Plum,64,390,280,71,CAT003,SUP553,LOC003
PRD0554,Grapes,87,550,396,62,CAT015,SUP554,LOC004
PRD0555,Papaya,24,450,324,25,CAT015,SUP555,LOC005
PRD0556,Sushi Rice,47,420,302,1,CAT001,SUP556,LOC001
PRD0557,Digestive Biscuit,61,400,288,8,CAT013,SUP557,LOC002
PRD0558,Rye Bread,48,280,201,2,CAT009,SUP558,LOC003
PRD0559,Chocolate Biscuit,37,500,360,96,CAT013,SUP559,LOC004
PRD0560,Arabica Coffee,45,2000,1440,36,CAT002,SUP560,LOC005
PRD0561,Bread Flour,87,150,108,97,CAT004,SUP561,LOC001
PRD0562,Almond Flour,37,950,684,47,CAT004,SUP562,LOC002
PRD0563,Robusta Coffee,59,1030,741,62,CAT002,SUP563,LOC003
PRD0564,Pomegranate,62,600,432,40,CAT015,SUP564,LOC004
PRD0565,Yogurt,63,170,122,12,CAT007,SUP565,LOC005
PRD0566,Grapes,38,550,396,72,CAT015,SUP566,LOC001
PRD0567,Mackerel,76,750,540,21,CAT016,SUP567,LOC002
PRD0568,Egg (Quail),34,80,57,94,CAT006,SUP568,LOC003
PRD0569,Eggplant,25,300,216,62,CAT006,SUP569,LOC004
PRD0570,Egg (Turkey),86,250,180,16,CAT006,SUP570,LOC005
PRD0571,Oatmeal Biscuit,41,500,360,21,CAT013,SUP571,LOC001
PRD0572,Cauliflower,77,250,180,54,CAT015,SUP572,LOC002
PRD0573,Egg (Duck),41,100,72,61,CAT006,SUP573,LOC003
PRD0574,Orange,44,295,212,8,CAT003,SUP574,LOC004
PRD0575,Avocado Oil,53,1000,720,89,CAT005,SUP575,LOC005
PRD0576,Chocolate Biscuit,68,500,360,29,CAT013,SUP576,LOC001
PRD0577,Swiss Cheese,96,800,576,34,CAT010,SUP577,LOC002
PRD0578,Garlic,33,700,504,4,CAT015,SUP578,LOC003
PRD0579,Cauliflower,33,250,180,89,CAT015,SUP579,LOC004
PRD0580,Watermelon,90,300,216,17,CAT015,SUP580,LOC005
PRD0581,Brown Rice,31,250,180,29,CAT001,SUP581,LOC001
PRD0582,Asparagus,92,500,360,3,CAT015,SUP582,LOC002
PRD0583,Cauliflower,66,250,180,31,CAT015,SUP583,LOC003
PRD0584,Anchovies,83,1000,720,17,CAT016,SUP584,LOC004
PRD0585,Mango,84,500,360,9,CAT003,SUP585,LOC005
PRD0586,Haddock,76,900,648,57,CAT012,SUP586,LOC001
PRD0587,Pomegranate,26,600,432,1,CAT015,SUP587,LOC002
PRD0588,Green Coffee,61,1250,900,31,CAT002,SUP588,LOC003
PRD0589,Evaporated Milk,15,190,136,75,CAT018,SUP589,LOC004
PRD0590,Apricot,73,500,360,83,CAT015,SUP590,LOC005
PRD0591,Whole Wheat Flour,41,265,190,76,CAT004,SUP591,LOC001
PRD0592,Avocado Oil,14,1000,720,75,CAT005,SUP592,LOC002
PRD0593,Mango,99,500,360,59,CAT003,SUP593,LOC003
PRD0594,Asparagus,80,500,360,6,CAT015,SUP594,LOC004
PRD0595,Eggplant,49,300,216,89,CAT006,SUP595,LOC005
PRD0596,Grapes,25,550,396,74,CAT015,SUP596,LOC001
PRD0597,Sesame Oil,39,650,468,78,CAT005,SUP597,LOC002
PRD0598,Orange,94,290,208,58,CAT003,SUP598,LOC003
PRD0599,Sardines,11,600,432,17,CAT012,SUP599,LOC004
PRD0600,Peanut Oil,21,400,288,52,CAT005,SUP600,LOC005
PRD0601,Kiwi,38,570,410,91,CAT003,SUP601,LOC001
PRD0602,Palm Oil,58,180,129,23,CAT005,SUP602,LOC002
PRD0603,Plum,85,385,277,16,CAT003,SUP603,LOC003
PRD0604,Cauliflower,63,250,180,62,CAT015,SUP604,LOC004
PRD0605,Coconut Oil,54,500,360,86,CAT005,SUP605,LOC005
PRD0606,Cherry,30,800,576,25,CAT015,SUP606,LOC001
PRD0607,Cauliflower,57,250,180,25,CAT015,SUP607,LOC002
PRD0608,Vegetable Oil,18,200,144,72,CAT005,SUP608,LOC003
PRD0609,Tuna,16,1800,1296,34,CAT012,SUP609,LOC004
PRD0610,Buttermilk,39,250,180,80,CAT007,SUP610,LOC005
PRD0611,Lemon,59,245,176,82,CAT003,SUP611,LOC001
PRD0612,Salmon,79,1500,1080,28,CAT012,SUP612,LOC002
PRD0613,Egg (Quail),78,80,57,61,CAT006,SUP613,LOC003
PRD0614,Sushi Rice,22,425,306,10,CAT001,SUP614,LOC004
PRD0615,Egg (Chicken),10,20,14,17,CAT006,SUP615,LOC005
PRD0616,Arborio Rice,34,450,324,32,CAT001,SUP616,LOC001
PRD0617,Heavy Cream,74,400,288,62,CAT007,SUP617,LOC002
PRD0618,Sushi Rice,10,430,309,11,CAT001,SUP618,LOC003
PRD0619,Basmati Rice,11,450,324,87,CAT001,SUP619,LOC004
PRD0620,Grapes,99,550,396,68,CAT015,SUP620,LOC005
PRD0621,Swiss Cheese,64,800,576,14,CAT010,SUP621,LOC001
PRD0622,Pear,58,445,320,55,CAT003,SUP622,LOC002
PRD0623,Corn Oil,26,250,180,100,CAT005,SUP623,LOC003
PRD0624,Raw Sugar,72,150,108,72,CAT008,SUP624,LOC004
PRD0625,Mozzarella Cheese,36,710,511,82,CAT010,SUP625,LOC005
PRD0626,Mushrooms,24,600,432,21,CAT011,SUP626,LOC001
PRD0627,Onion,16,200,144,75,CAT011,SUP627,LOC002
PRD0628,Banana,39,1399,1007,19,CAT003,SUP628,LOC003
PRD0629,Zucchini,89,250,180,56,CAT011,SUP629,LOC004
PRD0630,Cherry,57,800,576,82,CAT015,SUP630,LOC005
PRD0631,Herbal Tea,61,3000,2160,22,CAT014,SUP631,LOC001
PRD0632,Short Grain Rice,56,300,216,28,CAT001,SUP632,LOC002
PRD0633,Cream,21,235,169,24,CAT007,SUP633,LOC003
PRD0634,Grapes,59,550,396,29,CAT015,SUP634,LOC004
PRD0635,Green Coffee,20,1200,864,68,CAT002,SUP635,LOC005
PRD0636,Rye Bread,99,300,216,6,CAT009,SUP636,LOC001
PRD0637,Green Tea,24,800,576,27,CAT014,SUP637,LOC002
PRD0638,Sushi Rice,78,435,313,94,CAT001,SUP638,LOC003
PRD0639,Egg (Duck),52,100,72,31,CAT006,SUP639,LOC004
PRD0640,Spinach,45,245,176,70,CAT011,SUP640,LOC005
PRD0641,Apricot,89,500,360,35,CAT015,SUP641,LOC001
PRD0642,Kiwi,63,580,417,57,CAT003,SUP642,LOC002
PRD0643,Black Rice,49,625,450,3,CAT001,SUP643,LOC003
PRD0644,Green Tea,26,800,576,59,CAT014,SUP644,LOC004
PRD0645,Egg (Quail),93,80,57,68,CAT006,SUP645,LOC005
PRD0646,Papaya,81,430,309,16,CAT015,SUP646,LOC001
PRD0647,Heavy Cream,74,400,288,60,CAT007,SUP647,LOC002
PRD0648,Black Tea,19,500,360,78,CAT014,SUP648,LOC003
PRD0649,Short Grain Rice,64,300,216,97,CAT001,SUP649,LOC004
PRD0650,Bell Pepper,49,450,324,93,CAT011,SUP650,LOC005
PRD0651,Parmesan Cheese,99,1200,864,10,CAT010,SUP651,LOC001
PRD0652,Buttermilk,60,245,176,1,CAT007,SUP652,LOC002
PRD0653,Cabbage,90,90,64,1,CAT011,SUP653,LOC003
PRD0654,Haddock,79,900,648,53,CAT012,SUP654,LOC004
PRD0655,Egg (Chicken),22,20,14,58,CAT006,SUP655,LOC005
PRD0656,Brown Rice,51,250,180,47,CAT001,SUP656,LOC001
PRD0657,Arabica Coffee,65,2000,1440,63,CAT002,SUP657,LOC002
PRD0658,Whipped Cream,55,400,288,25,CAT007,SUP658,LOC003
PRD0659,White Rice,18,180,129,86,CAT001,SUP659,LOC004
PRD0660,Parmesan Cheese,37,1200,864,3,CAT010,SUP660,LOC005
PRD0661,Salmon,88,1500,1080,40,CAT012,SUP661,LOC001
PRD0662,Pineapple,20,350,252,51,CAT003,SUP662,LOC002
PRD0663,Bread Flour,99,150,108,54,CAT004,SUP663,LOC003
PRD0664,Asparagus,46,480,345,88,CAT015,SUP664,LOC004
PRD0665,Wild Rice,19,1000,720,77,CAT001,SUP665,LOC005
PRD0666,Yogurt,12,175,126,83,CAT007,SUP666,LOC001
PRD0667,Buttermilk,69,255,183,98,CAT007,SUP667,LOC002
PRD0668,Egg (Duck),63,100,72,38,CAT006,SUP668,LOC003
PRD0669,Asparagus,78,470,338,16,CAT015,SUP669,LOC004
PRD0670,White Bread,72,250,180,20,CAT009,SUP670,LOC005
PRD0671,Wild Rice,58,1000,720,24,CAT001,SUP671,LOC001
PRD0672,Egg (Goose),88,250,180,22,CAT006,SUP672,LOC002
PRD0673,White Rice,54,180,129,53,CAT001,SUP673,LOC003
PRD0674,Powdered Sugar,64,250,180,10,CAT008,SUP674,LOC004
PRD0675,Milk,12,100,72,54,CAT018,SUP675,LOC005
PRD0676,Mango,61,520,374,14,CAT003,SUP676,LOC001
PRD0677,Oatmeal Biscuit,28,500,360,62,CAT013,SUP677,LOC002
PRD0678,Spinach,23,250,180,6,CAT011,SUP678,LOC003
PRD0679,Blueberries,87,1000,720,51,CAT015,SUP679,LOC004
PRD0680,Robusta Coffee,59,1000,720,31,CAT002,SUP680,LOC005
PRD0681,Watermelon,13,300,216,88,CAT015,SUP681,LOC001
PRD0682,Pomegranate,81,600,432,87,CAT015,SUP682,LOC002
PRD0683,White Bread,61,250,180,77,CAT009,SUP683,LOC003
PRD0684,Carrot,80,150,108,91,CAT011,SUP684,LOC004
PRD0685,Brown Rice,39,250,180,57,CAT001,SUP685,LOC005
PRD0686,Cabbage,69,6655,4791,21,CAT011,SUP686,LOC001
PRD0687,Egg (Goose),60,250,180,43,CAT006,SUP687,LOC002
PRD0688,Sour Cream,22,410,295,43,CAT007,SUP688,LOC003
PRD0689,Almond Flour,79,950,684,47,CAT004,SUP689,LOC004
PRD0690,Broccoli,47,400,288,63,CAT011,SUP690,LOC005
PRD0691,Jasmine Rice,20,475,342,25,CAT001,SUP691,LOC001
PRD0692,Gouda Cheese,41,700,504,22,CAT010,SUP692,LOC002
PRD0693,Tilapia,46,700,504,80,CAT016,SUP693,LOC003
PRD0694,Palm Oil,67,180,129,57,CAT005,SUP694,LOC004
PRD0695,Arborio Rice,51,450,324,19,CAT001,SUP695,LOC005
PRD0696,White Sugar,42,200,144,12,CAT008,SUP696,LOC001
PRD0697,Sesame Oil,85,650,468,86,CAT005,SUP697,LOC002
PRD0698,Sunflower Oil,23,250,180,43,CAT005,SUP698,LOC003
PRD0699,Bell Pepper,84,450,324,26,CAT011,SUP699,LOC004
PRD0700,Greek Yogurt,28,4258,3065,38,CAT007,SUP700,LOC005
PRD0701,White Bread,62,250,180,49,CAT009,SUP701,LOC001
PRD0702,Egg (Goose),65,250,180,94,CAT006,SUP702,LOC002
PRD0703,Lime,18,200,144,8,CAT015,SUP703,LOC003
PRD0704,Egg (Chicken),70,20,14,29,CAT006,SUP704,LOC004
PRD0705,Vegetable Oil,23,200,144,71,CAT005,SUP705,LOC005
PRD0706,Jasmine Rice,26,475,342,83,CAT001,SUP706,LOC001
PRD0707,Robusta Coffee,20,1000,720,42,CAT002,SUP707,LOC002
PRD0708,Mozzarella Cheese,55,720,518,58,CAT010,SUP708,LOC003
PRD0709,Whole Wheat Flour,82,275,198,67,CAT004,SUP709,LOC004
PRD0710,Salmon,73,1500,1080,12,CAT012,SUP710,LOC005
PRD0711,White Tea,81,2500,1800,83,CAT014,SUP711,LOC001
PRD0712,Onion,20,200,144,65,CAT011,SUP712,LOC002
PRD0713,Black Coffee,78,1500,1080,38,CAT002,SUP713,LOC003
PRD0714,Butter Biscuit,84,600,432,58,CAT013,SUP714,LOC004
PRD0715,Corn Oil,32,250,180,38,CAT005,SUP715,LOC005
PRD0716,Coconut Oil,90,500,360,75,CAT005,SUP716,LOC001
PRD0717,Evaporated Milk,70,200,144,81,CAT018,SUP717,LOC002
PRD0718,Bell Pepper,90,450,324,22,CAT011,SUP718,LOC003
PRD0719,Lettuce,100,200,144,7,CAT015,SUP719,LOC004
PRD0720,Brown Rice,89,250,180,54,CAT001,SUP720,LOC005
PRD0721,Whole Wheat Flour,38,270,194,43,CAT004,SUP721,LOC001
PRD0722,Rye Bread,61,300,216,20,CAT009,SUP722,LOC002
PRD0723,Orange,75,300,216,48,CAT003,SUP723,LOC003
PRD0724,Multigrain Bread,87,320,230,70,CAT009,SUP724,LOC004
PRD0725,Bread Flour,71,150,108,77,CAT004,SUP725,LOC005
PRD0726,Haddock,98,900,648,100,CAT012,SUP726,LOC001
PRD0727,Green Beans,19,200,144,92,CAT011,SUP727,LOC002
PRD0728,Coconut,85,500,360,90,CAT015,SUP728,LOC003
PRD0729,Apple,71,350,252,36,CAT003,SUP729,LOC004
PRD0730,Brown Rice,44,250,180,48,CAT001,SUP730,LOC005
PRD0731,Rice Flour,25,200,144,95,CAT001,SUP731,LOC001
PRD0732,Peanut Oil,24,400,288,14,CAT005,SUP732,LOC002
PRD0733,Anchovies,44,1000,720,97,CAT016,SUP733,LOC003
PRD0734,Powdered Sugar,63,250,180,4,CAT008,SUP734,LOC004
PRD0735,Palm Oil,69,180,129,59,CAT005,SUP735,LOC005
PRD0736,Tuna,88,1800,1296,71,CAT012,SUP736,LOC001
PRD0737,Robusta Coffee,74,1000,720,2,CAT002,SUP737,LOC002
PRD0738,Bell Pepper,98,450,324,43,CAT011,SUP738,LOC003
PRD0739,Egg (Chicken),22,20,14,19,CAT006,SUP739,LOC004
PRD0740,Apricot,55,500,360,96,CAT015,SUP740,LOC005
PRD0741,Ricotta Cheese,96,610,439,80,CAT010,SUP741,LOC001
PRD0742,Feta Cheese,91,700,504,7,CAT010,SUP742,LOC002
PRD0743,Digestive Biscuit,40,400,288,91,CAT013,SUP743,LOC003
PRD0744,Salmon,52,1500,1080,46,CAT012,SUP744,LOC004
PRD0745,Lettuce,22,200,144,22,CAT015,SUP745,LOC005
PRD0746,Black Rice,98,635,457,41,CAT001,SUP746,LOC001
PRD0747,Whole Wheat Flour,59,275,198,73,CAT004,SUP747,LOC002
PRD0748,Chocolate Biscuit,99,500,360,3,CAT013,SUP748,LOC003
PRD0749,Black Tea,18,530,381,36,CAT014,SUP749,LOC004
PRD0750,Watermelon,58,300,216,12,CAT015,SUP750,LOC005
PRD0751,Black Rice,30,630,453,34,CAT001,SUP751,LOC001
PRD0752,Papaya,97,450,324,97,CAT015,SUP752,LOC002
PRD0753,Egg (Goose),50,245,176,93,CAT006,SUP753,LOC003
PRD0754,Cheddar Cheese,70,900,648,96,CAT010,SUP754,LOC004
PRD0755,Blueberries,40,1000,720,61,CAT015,SUP755,LOC005
PRD0756,Corn Oil,75,250,180,23,CAT005,SUP756,LOC001
PRD0757,Strawberries,26,600,432,97,CAT003,SUP757,LOC002
PRD0758,Arabica Coffee,13,2000,1440,55,CAT002,SUP758,LOC003
PRD0759,Plum,11,400,288,58,CAT003,SUP759,LOC004
PRD0760,Salmon,98,1500,1080,67,CAT012,SUP760,LOC005
PRD0761,Broccoli,35,400,288,4,CAT011,SUP761,LOC001
PRD0762,Mackerel,45,750,540,56,CAT016,SUP762,LOC002
PRD0763,Kale,47,400,288,22,CAT015,SUP763,LOC003
PRD0764,Sesame Oil,89,650,468,66,CAT005,SUP764,LOC004
PRD0765,Black Coffee,33,1500,1080,22,CAT002,SUP765,LOC005
PRD0766,Apricot,90,500,360,30,CAT015,SUP766,LOC001
PRD0767,Jasmine Rice,44,475,342,26,CAT001,SUP767,LOC002
PRD0768,Wild Rice,41,975,702,56,CAT001,SUP768,LOC003
PRD0769,Potato,72,120,86,58,CAT011,SUP769,LOC004
PRD0770,Egg (Goose),72,240,172,58,CAT006,SUP770,LOC005
PRD0771,Black Coffee,40,1500,1080,30,CAT002,SUP771,LOC001
